page_id,element_type,display_order,content,style_variant,settings,id,created_date,updated_date,created_by_id,created_by,is_sample
69125489749eb60ece691c69,hero,1,"{""heading"":""Welcome to Graduate Futures"",""subheading"":""We're the leading careers body in higher education, with a vibrant community spanning the entire employability mission. We help universities turn learning into fulfilling careers, stronger workplaces and a fairer society."",""buttonText"":""Find out more"",""buttonLink"":""#""}",dark,"{""fullWidth"":true}",69125499aa4ff4fbf64d524e,2025-11-10T21:09:45.534000,2025-11-20T18:19:10.691000,68efc2103e0a30fafad6dde8,mat.the.diver@googlemail.com,false
69125489749eb60ece691c69,two_column,3,"{""leftHeading"":""Left Column"",""leftContent"":""Content for the left column goes here."",""rightHeading"":""Right Column"",""rightContent"":""Content for the right column goes here.""}",default,"{}",6912557b53c4b54092e2e2b6,2025-11-10T21:13:31.442000,2025-11-20T18:19:11.464000,68efc2103e0a30fafad6dde8,mat.the.diver@googlemail.com,false
69125d4cefc093fc1dd1cf35,hero,0,"{""heading"":""Welcome to Our Website"",""subheading"":""Create amazing experiences with our platform"",""buttonText"":""Get Started"",""buttonLink"":""#""}",default,"{""fullWidth"":false}",69125d57e20b8bafc4cb51ca,2025-11-10T21:47:03.111000,2025-11-10T21:47:51.136000,68efc2103e0a30fafad6dde8,mat.the.diver@googlemail.com,false
69125d4cefc093fc1dd1cf35,wall_of_fame,3,"{""section_id"":""691984a55a8df00f250de466""}",default,"{}",69199008e3cccefcd7821e6d,2025-11-16T08:49:12.186000,2025-11-16T08:52:16.905000,68efc2103e0a30fafad6dde8,mat.the.diver@googlemail.com,false
69125d4cefc093fc1dd1cf35,form,2,"{""form_slug"":""something-missing-copy-1763455317170""}",default,"{}",691c45a442d235173b1d5fb6,2025-11-18T10:08:36.359000,2025-11-18T10:08:48.234000,68efc2103e0a30fafad6dde8,mat.the.diver@googlemail.com,false
691c55376ae6a4e64e60880c,text_overlay_image,1,"{""opacity"":0.9,""backgroundImage"":""https://base44.app/api/apps/68efc20f3e0a30fafad6dde7/files/public/68efc20f3e0a30fafad6dde7/fe3424aa3_WhatsAppImage2025-11-19at114526.jpeg"",""header"":""About Graduate Futures"",""text"":""The Graduate Futures Institute is higher education’s leading body for careers and employability, uniquely spanning the full employability mission across institutions.\n\nWe bring together the largest university careers and employability community in the UK and Ireland to work for brighter futures for graduates and the communities they go on to shape.\n\nEmployability matters beyond helping students secure a graduate job. It’s about helping people to discover their sense of purpose, understand their strengths and make informed choices. \n\nOur members equip individuals with the tools and confidence to navigate an ever-changing labour market, while supporting their growth as active citizens who make a positive difference to their communities and workplaces.\n"",""borderStyle"":""none""}",default,"{""fullWidth"":true,""padding"":""none""}",691f17f22959b9ee6c8add97,2025-11-20T13:30:26.181000,2025-11-20T14:40:29.915000,68efc2103e0a30fafad6dde8,mat.the.diver@googlemail.com,false
691c55376ae6a4e64e60880c,table,2,"{""rows"":4,""cols"":2,""cells"":{""0-0"":""https://base44.app/api/apps/68efc20f3e0a30fafad6dde7/files/public/68efc20f3e0a30fafad6dde7/850530b5a_Welcome.png"",""0-1"":""<p><strong>Welcome</strong></p><p>We’re an inclusive community for everyone who contributes to careers and employability.</p>"",""1-0"":""https://base44.app/api/apps/68efc20f3e0a30fafad6dde7/files/public/68efc20f3e0a30fafad6dde7/989467aa9_Impact.png"",""1-1"":""<p><strong>Impact</strong></p><p>We make a measurable difference to students and society.</p>"",""2-1"":""<p><strong>Leadership</strong></p><p>We provide a strategic voice that informs institutional decision making and national policy, while leading professional standards in careers and employability.</p>"",""2-0"":""https://base44.app/api/apps/68efc20f3e0a30fafad6dde7/files/public/68efc20f3e0a30fafad6dde7/4d06c620d_Leadership.png"",""3-1"":""<p><strong style=\""color: rgb(0, 0, 0);\"">Dynamic</strong></p><p><span style=\""color: rgb(0, 0, 0);\"">We never stand still. We support members to anticipate trends in labour markets, technology and policy. We create space to experiment and develop ideas to drive the sector forward.</span></p>"",""3-0"":""https://base44.app/api/apps/68efc20f3e0a30fafad6dde7/files/public/68efc20f3e0a30fafad6dde7/43991996b_Dynamic.png""},""borderColor"":"""",""headerBgColor"":""#f8fafc"",""cellTypes"":{""0-0"":""image"",""1-1"":""text"",""1-0"":""image"",""2-0"":""image"",""3-0"":""image""},""tableWidth"":""half"",""tableAlign"":""center"",""header"":""Our values are WILD "",""backgroundColor"":""#fafafa"",""borderStyle"":""none""}",default,"{""padding"":""none""}",691f21aabceac04a647db6f1,2025-11-20T14:11:54.219000,2025-11-20T14:50:39.687000,68efc2103e0a30fafad6dde8,mat.the.diver@googlemail.com,false
69125489749eb60ece691c69,banner_carousel,0,"{""banners"":[{""id"":""banner-1763660782291"",""headerText"":""Banner 1"",""paragraphText"":""This is where banner 1 needs text"",""ctaText"":""What CTA 1"",""ctaLink"":""/#"",""backgroundImage"":""""},{""id"":""banner-1763660928991"",""headerText"":""Banner 2"",""paragraphText"":""This is where banner 2 needs text"",""ctaText"":""What CTA 2"",""ctaLink"":""/#"",""backgroundImage"":""""},{""id"":""banner-1763660962052"",""headerText"":""Banner 3"",""paragraphText"":""This is where banner 3 needs text"",""ctaText"":""What CTA 3"",""ctaLink"":""/#"",""backgroundImage"":""""}],""autoplayInterval"":5}",default,"{""fullWidth"":true}",691f53e3226db8617df4cffc,2025-11-20T17:46:11.277000,2025-11-20T18:19:09.869000,68efc2103e0a30fafad6dde8,mat.the.diver@googlemail.com,false
69125489749eb60ece691c69,showcase,2,"{""headerText"":""What's New"",""descriptionText"":""Some text should go here perhaps?"",""contentType"":""news"",""backgroundImage"":""https://base44.app/api/apps/68efc20f3e0a30fafad6dde7/files/public/68efc20f3e0a30fafad6dde7/821535841_bg2.png"",""cards"":[{""contentType"":""news"",""itemId"":""691c692481f0dda8047002ee""},{""contentType"":""articles"",""itemId"":""691eefde461011d1011a0148""},{""contentType"":""resources"",""itemId"":""691dee7afa26e38d01a1a25b""},{""contentType"":""news"",""itemId"":""691c692481f0dda8047002ef""}]}",default,"{""fullWidth"":true}",691f55db61e79579123f61de,2025-11-20T17:54:35.185000,2025-11-20T18:19:11.026000,68efc2103e0a30fafad6dde8,mat.the.diver@googlemail.com,false
69209cbc0307dc67c7a39f2b,page_header_hero,0,"{""image_url"":""https://base44.app/api/apps/68efc20f3e0a30fafad6dde7/files/public/68efc20f3e0a30fafad6dde7/9b4ad100c_homeHero.png"",""header_text"":""Shaping\nfutures\ntogether"",""header_position"":""right"",""header_font_family"":""Degular Medium"",""header_font_size"":""120"",""header_color"":""#ffffff"",""line_spacing"":""0.9"",""padding_horizontal"":""25"",""text_padding_right"":""130"",""height_type"":""auto"",""image_fit"":""original"",""custom_height"":""509""}",default,"{""fullWidth"":true,""paddingBottom"":0,""paddingTop"":0}",69209ce000214061478312c0,2025-11-21T17:09:52.476000,2025-11-23T17:43:39.825000,68efc2103e0a30fafad6dde8,mat.the.diver@googlemail.com,false
